Month,Kiln APR (%),Kiln Rank,Total Operators,Percentile,Network Mean APR (%),Network Median APR (%),Top 10 Operators Mean APR (%),Top 10 Operators Median APR (%),Diff vs Mean (bps),Diff vs Median (bps),Extra Rewards vs Mean (ETH),Extra Rewards vs Median (ETH),Extra Rewards vs Top 10 Mean (ETH),Extra Rewards vs Top 10 Median (ETH),Z-Score,Days
2024-10,3.4110231247623286,7,36,83.33333333333334,3.3447205665330917,3.347756990682813,3.4544987115587795,3.424621519138925,6.630255822923717,6.326613407951556,15.071730417893287,14.381498133631219,-9.882760808268227,-3.091152734282808,0.6229590924334396,31
2024-11,3.448340718193928,7,36,83.33333333333334,3.354417278552345,3.3550645367895684,3.476881862955154,3.4579747383567563,9.392343964158279,9.327618140435936,20.578301396610666,20.43648935120591,-6.253266291589136,-2.1107805605102046,0.8356138917334421,30
2024-12,3.3465721522313947,3,36,94.44444444444444,3.245820916863466,3.2647755836181904,3.3407664401339505,3.321750560853314,10.075123536792823,8.179656861320439,22.569866659719267,18.32372218644056,1.3005711287361503,5.560428173803262,1.0747691156779142,31
2025-01,3.5745644085112014,2,36,97.22222222222221,3.300053624310948,3.2575067445607586,3.4868265637192057,3.3538765930727465,27.451078420025336,31.7057663950443,60.28852471835062,69.63274272049942,19.269134507365397,48.46783289356764,1.2057238411786813,31
2025-02,3.2519016131990943,33,36,11.11111111111111,3.64741769387005,3.411213305373443,4.410838968998154,3.695424831341524,-39.55160806709559,-15.931169217434856,-76.78516681974925,-30.928640977611177,-224.99514570357798,-86.10523303053996,-0.3511280320495796,28
2025-03,3.300634752030877,15,36,61.111111111111114,3.2837411725738628,3.2768397924980714,3.4876817301161664,3.4363312587441768,1.6893579457014778,2.3794959532805886,3.5815647367669206,5.044708742297121,-39.655353238411095,-28.768670641022943,0.09535710451447055,31
2025-04,3.36172889547543,16,36,58.333333333333336,3.3581154545468643,3.2960466408606335,3.6507207364529353,3.462611251139121,0.36134409285654145,6.568225461479615,0.7311244317998946,13.28979829307579,-58.473073091959655,-20.411999648361114,0.01380506200806585,30
2025-05,3.241854364831351,4,36,91.66666666666666,3.1493418399654383,3.146475804490657,3.228142282250188,3.2050728730948412,9.25125248659127,9.537856034069412,18.871135702401666,19.45576296720596,2.7970544693997383,7.502859995470601,1.2203906163732978,31
2025-06,3.258657923031622,2,36,97.22222222222221,3.0710715631482013,3.075918579073853,3.130344081999707,3.1083981628374806,18.7586359883421,18.2739343957769,36.585774646378724,35.64044028159059,25.02560034174319,29.305807353467525,3.176700548891291,30
2025-07,3.0691210514450638,5,37,89.1891891891892,3.010963842322406,3.0134736577669035,3.0635525899149103,3.066985832294973,5.815720912265773,5.564739367816054,11.619102936108371,11.11767234065557,1.1125108768227823,0.42659081256347475,1.1739574651303408,31
2025-08,3.0855794769483467,4,37,91.8918918918919,2.9665691284108253,2.953935366327175,3.0420044981566234,3.0136883137836565,11.901034853752137,13.16441106211718,23.050002558126995,25.49691790561966,8.439630544421771,13.923927752638976,1.7972213734571494,31
