date,month,operator_name,operator_id,reward_value,month_mean,month_std,threshold,std_above_mean
2023-01-11,2023-01,Blockscape,5,97.547166968035,40.43819837759667,15.496141908738545,71.43048219507376,3.6853669078903817
2023-01-12,2023-01,Kiln,8,47.545917016010705,36.660000415169016,4.46871442660126,45.597429268371535,2.4360287012390534
2023-01-13,2023-01,P2P.org,2,52.41176782176714,38.30745449360544,6.7175918867368445,51.74263826707913,2.0996085451408764
2023-01-14,2023-01,Chorus One,3,64.84052572349741,35.09431555221984,6.795414270783912,48.68514409378766,4.37739466439418
2023-01-14,2023-01,Kiln,8,46.00981703332155,36.660000415169016,4.46871442660126,45.597429268371535,2.0922833113915638
2023-01-17,2023-01,P2P.org,2,59.86221220913833,38.30745449360544,6.7175918867368445,51.74263826707913,3.2087030708266773
2023-01-18,2023-01,Blockscape,5,77.20084970113382,40.43819837759667,15.496141908738545,71.43048219507376,2.372374461981795
2023-01-18,2023-01,Kiln,8,46.30820810871004,36.660000415169016,4.46871442660126,45.597429268371535,2.1590566709985755
2023-01-24,2023-01,Attestant (BVI) Limited,29,14.49782759923233,4.541100592993681,3.384233447637356,11.309567488268392,2.942092252291214
2023-01-26,2023-01,Blockscape,5,80.41998380900434,40.43819837759667,15.496141908738545,71.43048219507376,2.580112241283828
2023-01-26,2023-01,Staking Facilities,0,56.95889229964326,35.2260852058712,4.640866076173721,44.507817358218645,4.682920544798445
2023-01-29,2023-01,Attestant (BVI) Limited,29,11.741754537937778,4.541100592993681,3.384233447637356,11.309567488268392,2.1277060393014877
2023-01-31,2023-01,P2P.org,2,52.687633615058836,38.30745449360544,6.7175918867368445,51.74263826707913,2.1406747185469093
2023-02-03,2023-02,P2P.org,2,45.371305366292205,36.56560896919106,3.553406398457806,43.67242176610667,2.478100000304737
2023-02-08,2023-02,Staking Facilities,0,45.611461857113035,36.53539807535486,4.125082786270682,44.785563647896225,2.2002137295197093
2023-02-12,2023-02,Chorus One,3,64.89992663180611,37.349869713396494,10.585364269407783,58.52059825221206,2.6026555361945
2023-02-14,2023-02,Attestant (BVI) Limited,29,23.263618796335237,14.350553770351056,2.7969819426188463,19.944517655588747,3.186672352142101
2023-02-14,2023-02,Blockscape,5,56.26054092062262,39.26012949630639,7.909551843953103,55.0792331842126,2.149352044175946
2023-02-14,2023-02,Chorus One,3,81.32942299542422,37.349869713396494,10.585364269407783,58.52059825221206,4.154751047078349
2023-02-21,2023-02,Attestant (BVI) Limited,29,20.62280567218805,14.350553770351056,2.7969819426188463,19.944517655588747,2.242507113207965
2023-02-21,2023-02,Kiln,8,49.307775378241274,37.452184008789835,3.955966812817961,45.36411763442576,2.996888480216123
2023-02-22,2023-02,Blockscape,5,60.88174365707113,39.26012949630639,7.909551843953103,55.0792331842126,2.733607995413113
2023-03-07,2023-03,P2P.org,2,94.63247653587473,41.45527007482327,17.531116466911698,76.51750300864666,3.033304043209019
2023-03-11,2023-03,Attestant (BVI) Limited,29,82.29174208398778,26.422929606459654,11.758850718569928,49.94063104359951,4.75121368700586
2023-03-11,2023-03,Blockscape,5,138.33196737400482,40.5278154524894,20.381834194668297,81.291483841826,4.79859422794736
2023-03-11,2023-03,Chorus One,3,115.29881791809882,37.29786781640502,18.036741600804213,73.37135101801344,4.324558827089697
2023-03-11,2023-03,Kiln,8,83.69939751846887,40.23190337312929,15.096603884284622,70.42511114169854,2.879289572576565
2023-03-11,2023-03,P2P.org,2,108.86214197612878,41.45527007482327,17.531116466911698,76.51750300864666,3.844984546679017
2023-03-12,2023-03,Kiln,8,84.0368639051945,40.23190337312929,15.096603884284622,70.42511114169854,2.9016433674639646
2023-03-13,2023-03,Chorus One,3,91.53369719259912,37.29786781640502,18.036741600804213,73.37135101801344,3.006963817332498
2023-03-13,2023-03,Kiln,8,81.41540370722784,40.23190337312929,15.096603884284622,70.42511114169854,2.7279976774756647
2023-03-20,2023-03,Staking Facilities,0,727.7389892670182,61.746032255816665,122.96618033465072,307.6783929251181,5.416066069538072
2023-04-09,2023-04,P2P.org,2,720.4532024987825,57.96629784045941,123.14786504676741,304.2620279339942,5.379605277011769
2023-04-09,2023-04,Staking Facilities,0,139.2537060175054,41.32233289692548,20.758247856412712,82.8388286097509,4.7177090185059445
2023-04-13,2023-04,Kiln,8,62.25627842771272,34.63779542269229,6.691994188690116,48.02178380007253,4.127093094566247
2023-04-18,2023-04,Attestant (BVI) Limited,29,36.76042608991317,24.941136391979867,4.614276610016287,34.16968961201244,2.5614610256084283
2023-04-19,2023-04,Attestant (BVI) Limited,29,35.23664498505233,24.941136391979867,4.614276610016287,34.16968961201244,2.231229174844835
2023-04-19,2023-04,Blockscape,5,63.48825942067897,35.151702082785356,7.003805118883099,49.15931232055155,4.045880326038036
2023-04-19,2023-04,Chorus One,3,42.61711238519415,32.167497198484895,4.168507889419852,40.5045129773246,2.506799906324171
2023-04-20,2023-04,Blockscape,5,51.35811599132,35.151702082785356,7.003805118883099,49.15931232055155,2.3139441537058487
2023-04-20,2023-04,Chorus One,3,42.065634079944914,32.167497198484895,4.168507889419852,40.5045129773246,2.3745035739485147
2023-05-05,2023-05,Blockscape,5,63.36535997569932,42.149357261264456,8.600009988416549,59.34937723809755,2.4669741945661623
2023-05-05,2023-05,Chorus One,3,56.70963629579152,41.07857849497319,7.729590767125643,56.53776002922448,2.022236140533861
2023-05-05,2023-05,Staking Facilities,0,77.35694008854773,44.380814573476556,10.034394455718889,64.44960348491433,3.2863094689562593
