Month,Kiln APR (%),Kiln Rank,Total Operators,Percentile,Network Mean APR (%),Network Median APR (%),Diff vs Mean (bps),Diff vs Median (bps),Extra Rewards vs Mean (ETH),Extra Rewards vs Median (ETH),Z-Score,Days
2023-01,4.0278163467434736,5,6,33.33333333333333,4.055622735490556,4.065964590503384,-2.7806388747082798,-3.8148243759910523,-5.224492863462853,-7.167605584820973,-0.19089899386618814,29
2023-02,3.99973865766755,4,6,50.0,3.9867968693207354,4.007651704887967,1.294178834681456,-0.791304722041683,2.2639123540514277,-1.3842326022047293,0.14898041102793586,27
2023-03,3.8866249313415513,3,6,66.66666666666666,3.8734823526587867,3.866741962178271,1.3142578682764916,1.9882969163280417,2.554485211150888,3.864595518684289,0.7395176501318852,30
2023-04,3.8092331415182734,4,6,50.0,3.800325358240587,3.809398943007046,0.890778327768682,-0.016580148877246015,1.6736675368688765,-0.031152146462532306,0.24894344650229436,29
2023-05,3.722806104305988,3,6,66.66666666666666,3.635029901766175,3.6834202903791273,8.777620253981322,3.938581392686075,16.697121113313692,7.492118435915996,0.5665026286853541,29
2023-06,3.2974215495119497,2,6,83.33333333333334,3.24627021954998,3.27640082694775,5.1151329961969525,2.102072256419951,10.313318935376541,4.238275255361676,0.7188150368355547,28
2023-07,3.213578937002304,3,6,66.66666666666666,3.2197546630845744,3.20973160129547,-0.6175726082270627,0.38473357068337377,-1.414587113500581,0.8812553276645088,-0.11992015667352314,30
2023-08,3.1090926062141353,5,6,33.33333333333333,3.1656998441485618,3.1286259716217306,-5.660723793442651,-1.9533365407595205,-13.790007036394398,-4.758494783427376,-0.6176802606712791,30
2023-09,3.0783776525144217,4,6,50.0,3.0934212992446484,3.087865481237177,-1.5043646730226317,-0.9487828722755041,-3.9064220768254274,-2.4637286589055054,-0.22057987730550868,30
2023-10,3.1108849546970876,4,6,50.0,3.1164288480096785,3.116208861889016,-0.5543893312590781,-0.532390719192831,-1.353626153599864,-1.2999131851916494,-0.6749663318803107,30
2023-11,3.079681168214249,2,9,88.88888888888889,3.0586271342439173,3.064981715820099,2.105403397033197,1.4699452394150228,4.903012670600243,3.423173033774068,0.1838525491018341,30
2023-12,3.046885093468327,3,9,77.77777777777779,3.036058314623642,3.0327880065852324,1.0826778844685165,1.4097086883094536,2.508443042441599,3.2661366799740446,0.22732720628963896,30
2024-01,3.0174907023135074,5,9,55.55555555555556,3.021113733709749,3.0196528926247534,-0.3623031396241677,-0.21621903112459262,-0.8394156774441972,-0.5009552074984864,-0.0982833297611885,30
2024-02,2.941172807787926,6,9,44.44444444444444,2.931811988706766,2.947249369114333,0.9360819081159766,-0.6076561326407576,2.108583740475286,-1.3687838959148522,0.1875201494820508,29
2024-03,2.8950994237683148,5,9,55.55555555555556,2.8956782537095487,2.8935635917677107,-0.05788299412338299,0.15358320006042536,-0.14139055186986937,0.37515705162376517,-0.017107010690339906,31
2024-04,2.920292478844552,1,9,100.0,2.8880662906218193,2.888682612972369,3.222618822273267,3.1609865872182787,7.446329613682824,7.303919368364491,0.26147347362009093,30
2024-05,2.8425759583432706,8,9,22.22222222222222,2.8495726531778955,2.867389228642748,-0.6996694834624992,-2.4813270299477166,-1.6139461914590831,-5.723743002095988,-0.04137655340244715,30
2024-06,2.8493978639327135,3,9,77.77777777777779,2.833568050337723,2.836933852645878,1.5829813594990527,1.2464011286835581,3.5547880450174794,2.798953888466972,0.5583870333393585,29
2024-07,2.8297034298298422,5,9,55.55555555555556,2.8233853506748336,2.829387062736686,0.6318079155008538,0.0316367093156078,1.4452940146335982,0.07237064540463038,0.3027044703367563,30
2024-08,2.779549987582945,9,9,11.11111111111111,2.8096991646968257,2.809896914018491,-3.0149177113880308,-3.0346926435545485,-6.808606013729492,-6.853263856814721,-2.0395090708288706,30
