Month,Kiln APR (%),Kiln Rank,Total Operators,Percentile,Network Mean APR (%),Network Median APR (%),Diff vs Mean (bps),Diff vs Median (bps),Extra Rewards vs Mean (ETH),Extra Rewards vs Median (ETH),Z-Score,Days
2024-07,3.4069403050528475,2,9,88.88888888888889,3.300621138327881,3.307534710479601,10.631916672496633,9.940559457324651,24.321071569135437,22.739555382732952,1.1796608291395203,30
2024-08,3.2831166036071826,3,9,77.77777777777779,3.2054304824531443,3.200100133959173,7.768612115403862,8.301646964800971,17.542539268737247,18.746201472261756,0.7837053422802002,30
2024-09,3.347922403058194,3,9,77.77777777777779,3.310565709558129,3.316557443277129,3.735669350006521,3.136495978106474,8.056764143356528,6.764519545110731,0.7231558775822847,29
2024-10,3.3967804192813857,1,9,100.0,3.3088353235665733,3.3268342520898218,8.794509571481285,6.994616719156396,19.3507353003217,15.3903950594942,1.085071733502959,30
2024-11,3.3926602513462973,2,9,88.88888888888889,3.3137416204339116,3.2993228995190678,7.891863091238557,9.333735182722943,16.142332441343004,19.09159529214882,0.8989746000919053,28
2024-12,3.3104820894561247,1,9,100.0,3.195746983069196,3.209697338744434,11.473510638692828,10.078475071169033,24.02654974795619,21.10522143626715,2.4589790144698185,29
2025-01,3.283089768193704,1,9,100.0,3.2181045314428176,3.23231025817008,6.49852367508863,5.077951002362413,13.809886252292232,10.791054898539223,1.2492657104676568,30
2025-02,3.1953620480502174,8,9,22.22222222222222,3.2191633397185235,3.2281679347621814,-2.380129166830586,-3.280588671196391,-4.454266319612701,-6.139421267658106,-0.4820251064344921,27
2025-03,3.2555738615256713,3,9,77.77777777777779,3.1983645163480907,3.2001111771464537,5.720934517758069,5.546268437921775,11.73548306876068,11.377186567333696,0.8500062565829019,30
2025-04,3.189079681035998,4,9,66.66666666666666,3.197912515150648,3.1570230585694423,-0.8832834114649857,3.205662246655583,-1.7271970663150629,6.268441540000508,-0.07678033191221117,29
2025-05,3.191078336608206,2,9,88.88888888888889,3.1472129607556623,3.14638538845277,4.386537585254341,4.469294815543575,8.656549503586419,8.819865569356987,0.7838512538022345,30
2025-06,3.10679414230627,1,9,100.0,3.0229264294207225,3.036998573767922,8.386771288554778,6.979556853834793,15.852017934396518,13.192211473814366,1.8193264858143534,29
2025-07,3.0691210514450638,1,9,100.0,2.9970307581680027,3.0131917089643157,7.209029327706132,5.592934248074832,14.40276366277836,11.174002281679225,1.5148054455148774,31
2025-08,3.003692192120865,1,9,100.0,2.939759356027842,2.9497022213894697,6.393283609302316,5.3989970731395385,11.982127491606658,10.118661271813775,1.7382507955185238,30
