date,month,operator_name,operator_id,reward_value,el_reward_value,balance,rank_in_month,percentile,threshold,above_threshold_eth,above_threshold_pct,outlier_method,month_mean,month_median,month_std,std_above_mean,days_in_month
2023-11-23,2023-11,Gateway.fm AS,35,0.9188,0.9188,3200,1,100.0,0.5797,0.3391,58.5003,std_el_based,0.1641,0.1112,0.2078,3.6321,17
2023-11-28,2023-11,Attestant (BVI) Limited,29,21.8164,21.8164,320032,1,100.0,18.5686,3.2478,17.491,std_el_based,10.609,9.3619,3.9798,2.8161,30
2023-11-28,2023-11,RockawayX Infra,38,6.2486,6.2486,124800,2,96.5517,5.9329,0.3156,5.3197,std_el_based,1.9695,1.6029,1.9817,2.1593,29
2023-11-30,2023-11,ParaFi Technologies LLC,37,2.1129,2.1129,90272,1,100.0,1.9907,0.1222,6.137,std_el_based,0.8594,0.8173,0.5657,2.216,30
2023-11-30,2023-11,RockawayX Infra,38,8.6144,8.6144,124800,1,100.0,5.9329,2.6814,45.1958,std_el_based,1.9695,1.6029,1.9817,3.3531,29
2023-12-01,2023-12,ParaFi Technologies LLC,37,5.099,5.099,101184,3,93.5484,5.0221,0.0769,1.5314,std_el_based,2.6195,2.2403,1.2013,2.064,31
2023-12-04,2023-12,Attestant (BVI) Limited,29,26.0649,26.0649,320032,1,100.0,17.6458,8.4191,47.712,std_el_based,9.0551,8.0872,4.2954,3.9601,31
2023-12-04,2023-12,ParaFi Technologies LLC,37,5.7598,5.7598,105600,1,100.0,5.0221,0.7377,14.6895,std_el_based,2.6195,2.2403,1.2013,2.6141,31
2023-12-05,2023-12,ParaFi Technologies LLC,37,5.1777,5.1777,105600,2,96.7742,5.0221,0.1556,3.0985,std_el_based,2.6195,2.2403,1.2013,2.1295,31
2023-12-08,2023-12,Chorus One,3,35.1975,35.1975,283296,2,96.7742,25.4683,9.7292,38.2013,std_el_based,9.551,7.0007,7.9586,3.2225,31
2023-12-11,2023-12,Kiln,8,27.7708,27.7708,281888,3,93.5484,25.9925,1.7782,6.8413,std_el_based,10.6504,7.5866,7.6711,2.2318,31
2023-12-11,2023-12,P2P.org,2,19.2381,19.2381,284608,1,100.0,13.5886,5.6495,41.5749,std_el_based,7.8357,7.5829,2.8764,3.964,31
2023-12-11,2023-12,RockawayX Infra,38,10.0395,10.0395,176000,2,96.7742,9.0961,0.9434,10.371,std_el_based,4.8619,4.3277,2.1171,2.4456,31
2023-12-12,2023-12,Chorus One,3,39.4621,39.4621,283296,1,100.0,25.4683,13.9938,54.9461,std_el_based,9.551,7.0007,7.9586,3.7583,31
2023-12-14,2023-12,Gateway.fm AS,35,1.5442,1.5442,16000,1,100.0,1.0555,0.4887,46.3051,std_el_based,0.3701,0.2796,0.3427,3.4261,28
2023-12-15,2023-12,Attestant (BVI) Limited,29,18.4631,18.4631,320032,2,96.7742,17.6458,0.8173,4.6318,std_el_based,9.0551,8.0872,4.2954,2.1903,31
2023-12-15,2023-12,Kiln,8,31.8881,31.8881,281888,2,96.7742,25.9925,5.8955,22.6817,std_el_based,10.6504,7.5866,7.6711,2.7685,31
2023-12-19,2023-12,Kiln,8,34.2232,34.2232,281888,1,100.0,25.9925,8.2307,31.6655,std_el_based,10.6504,7.5866,7.6711,3.0729,31
2023-12-19,2023-12,RockawayX Infra,38,9.6304,9.6304,176000,3,93.5484,9.0961,0.5343,5.8743,std_el_based,4.8619,4.3277,2.1171,2.2524,31
2023-12-20,2023-12,Staking Facilities,0,142.9345,142.9345,268800,1,100.0,65.1528,77.7816,119.3833,std_el_based,13.6359,7.1655,25.7585,5.0197,31
2023-12-21,2023-12,Blockscape,5,23.9138,23.9138,282560,1,100.0,17.6234,6.2904,35.6933,std_el_based,8.2183,6.8227,4.7026,3.3376,31
2023-12-28,2023-12,Blockscape,5,19.1209,19.1209,282560,2,96.7742,17.6234,1.4974,8.4969,std_el_based,8.2183,6.8227,4.7026,2.3184,31
2023-12-30,2023-12,RockawayX Infra,38,10.244,10.244,176000,1,100.0,9.0961,1.1479,12.6193,std_el_based,4.8619,4.3277,2.1171,2.5422,31
2024-01-02,2024-01,Gateway.fm AS,35,0.9776,0.9776,16000,1,100.0,0.798,0.1797,22.5128,std_el_based,0.3242,0.233,0.2369,2.7584,31
2024-01-03,2024-01,Kiln,8,26.3967,26.3967,281888,1,100.0,16.3821,10.0147,61.1317,std_el_based,7.1352,5.6362,4.6235,4.1661,31
