Month,Kiln APR (%),Kiln Rank,Total Operators,Percentile,Network Mean APR (%),Network Median APR (%),Diff vs Mean (bps),Diff vs Median (bps),Extra Rewards vs Mean (ETH),Extra Rewards vs Median (ETH),Z-Score,Days
2023-01,4.036217613891716,5,6,33.33333333333333,4.0572810536086275,4.065964590503384,-2.1063439716911825,-2.974697661166856,-4.230508190463414,-5.974562079532847,-0.14236726695325824,31
2023-02,4.004619891115906,5,6,33.33333333333333,3.9848001914007862,4.009817349624842,1.981969971511996,-0.5197458508935521,3.5954781501831206,-0.9428673882029043,0.18520404521576755,28
2023-03,3.8917365891483016,2,6,83.33333333333334,3.878587651093658,3.8769284274584996,1.3148938054643318,1.4808161689802009,2.6409119727677695,2.9741604484530333,0.684865982820021,31
2023-04,3.81484688375296,4,6,50.0,3.803200277420709,3.814932046629063,1.1646606332250953,-0.008516287610324524,2.2637173688635936,-0.01655286323909214,0.33354686453790516,30
2023-05,3.741799014512222,2,6,83.33333333333334,3.638389839575882,3.6834202903791273,10.340917493633986,5.837872413309436,21.010840484994194,11.86148193555389,0.6577022806354207,31
2023-06,3.3060369445031,2,6,83.33333333333334,3.253358859696394,3.2842460411523127,5.267808480670586,2.1790903350787234,11.377450280667532,4.706414827990345,0.718883811334556,30
2023-07,3.2146067910456066,3,6,66.66666666666666,3.2212310004502287,3.20973160129547,-0.6624209404622328,0.4875189750136455,-1.569605873969693,1.1551758105943055,-0.12691972708325536,31
2023-08,3.1093615503188974,5,6,33.33333333333333,3.168060204220863,3.130303713451351,-5.86986539019653,-2.094216313245356,-14.799548480077926,-5.280096526132946,-0.6499274448217993,31
2023-09,3.0783776525144217,4,6,50.0,3.094381694830351,3.087865481237177,-1.6004042315928904,-0.9487828722755041,-4.155810445600144,-2.4637286589055054,-0.2350148410119796,30
2023-10,3.113989262920252,5,6,33.33333333333333,3.1222102986834783,3.119967818826182,-0.8221035763226331,-0.5978555905929855,-2.0780904463749867,-1.511242654703622,-0.8928943375143656,31
2023-11,3.079681168214249,3,9,77.77777777777779,3.0605030200110286,3.0665183285430886,1.9178148203220433,1.3162839671160622,4.466160915838795,3.0653303675543784,0.16409579927499005,30
2023-12,3.0539032996793622,1,9,100.0,3.034713298643638,3.0351208499921833,1.9190001035724462,1.878244968717864,4.594311270430337,4.496738698630189,0.3761240986358364,31
2024-01,3.0234487225540736,5,9,55.55555555555556,3.0237871465728516,3.0245102522162965,-0.033842401877814954,-0.10615296622228793,-0.08102267846480508,-0.2541426486620594,-0.011830525254418545,31
2024-02,2.941172807787926,6,9,44.44444444444444,2.934136421648228,2.947249369114333,0.7036386139697842,-0.6076561326407576,1.5849905096162076,-1.3687838959148522,0.1493736764440742,29
2024-03,2.8950994237683148,6,9,44.44444444444444,2.897858285141317,2.8963945023395143,-0.27588613730023664,-0.1295078571199662,-0.6739059338046411,-0.31634831036287103,-0.09828482784243996,31
2024-04,2.920292478844552,1,9,100.0,2.892625070267729,2.8934395585307424,2.766740857682269,2.6852920313809663,6.392957255618836,6.204757893319057,0.23545081498880124,30
2024-05,2.8484046907797596,8,9,22.22222222222222,2.8531924370823942,2.868900321918362,-0.47877463026344685,-2.049563113860238,-1.1410125507366888,-4.8845053363723405,-0.02809856959889423,31
2024-06,2.8543843844533012,2,9,88.88888888888889,2.837470939988672,2.841938866144623,1.6913444464629335,1.2445518308678085,3.9294797002755293,2.891451924865483,0.568633341355834,30
2024-07,2.8339589332171067,5,9,55.55555555555556,2.826555146009304,2.83237353331507,0.7403787207802687,0.15853999020369602,1.7502374456978633,0.374784714507527,0.3263819064601387,31
2024-08,2.7856344561714255,9,9,11.11111111111111,2.812696132630309,2.812979873189186,-2.7061676458883106,-2.7345417017760747,-6.315391590783274,-6.381608210519409,-1.8266188069847757,31
2024-09,2.7861501627590046,6,9,44.44444444444444,2.8019497331207845,2.8104294820294404,-1.5799570361780049,-2.4279319270435753,-3.5248642359258224,-5.416685530640068,-0.8238285998632519,30
2024-10,2.8157354839945756,1,9,100.0,2.793841754781962,2.7983313696959145,2.189372921261416,1.740411429866119,4.977748676528793,3.956991797742821,1.348250577775721,31
2024-11,2.790958848597836,4,9,66.66666666666666,2.790259020187242,2.7858404487576003,0.06998284105937808,0.5118399840235364,0.15337048309598608,1.1217199020389303,0.07926817283854046,30
2024-12,2.8178425933876836,1,9,100.0,2.7979793498578087,2.796979375026159,1.986324352987491,2.0863218361524827,4.4496800090008355,4.6736901517151574,2.088622679929545,31
2025-01,2.8272501389158955,3,9,77.77777777777779,2.8183925431416914,2.819481595418696,0.8857595774204239,0.7768543497200033,1.9453202297098582,1.7061407187371762,0.614214573169576,31
2025-02,2.803537395731491,8,9,22.22222222222222,2.819480591529791,2.824279409425317,-1.5943195798300003,-2.0742013693825916,-3.0951989282854155,-4.026837490288931,-1.0604420119954947,28
2025-03,2.808652825109662,6,9,44.44444444444444,2.8131483086377154,2.810806002884388,-0.4495483528053554,-0.21531777747264141,-0.9530760085369329,-0.45648973384075947,-0.4191818887174511,31
2025-04,2.790090464791551,8,9,22.22222222222222,2.8075649371331743,2.8067348433518187,-1.7474472341623415,-1.6644378560267543,-3.5356918555867063,-3.3677350918724605,-1.216387121626144,30
2025-05,2.7872614588896027,8,9,22.22222222222222,2.8099278284906886,2.8099631224129085,-2.266636960108585,-2.2701663523305715,-4.623591640622154,-4.630791059259214,-1.411144599701821,31
